file,question,answer
./data/hansung_data/school_information.txt,한성대학교의 비교과 포인트 제도란 무엇인가요?,"한성대학교의 비교과 포인트 제도는 교과영역 외의 비교과 활동에 참여할 때 포인트를 지급받는 제도로, 졸업 전까지 총 800포인트를 모아야 합니다. 포인트를 채우지 못하면 졸업이 아닌 수료처리가 되어 학교를 다시 다녀야 합니다. 한 학기에 최대 200포인트까지 채울 수 있으며 초과 포인트는 최대 200포인트까지 이월 가능합니다."
./data/hansung_data/school_information.txt,한성대학교에서 전과부(전과부)에 지원하기 위한 자격 요건은 무엇인가요?,"한성대학교에서 전과부에 지원하기 위해서는 3, 4, 5, 6, 7학기 재학 중인 학생으로 징계처분을 받은 사실이 없어야 합니다. 교차전과부의 경우 주간에서 야간 또는 야간에서 주간으로 변경 가능하며, 4, 5학기 재학생으로 징계처분을 받은 사실이 없어야 하고, 지원 당시 취득학점이 학기당 평균 15학점 이상이면서 총 평균평점 3.0 이상이어야 합니다."
./data/hansung_data/school_information.txt,한성대학교에서 성적 재수강이 가능한 성적 등급과 재수강 시 취득 가능한 최대 성적은 무엇인가요?,"한성대학교에서 성적 재수강은 C 이하 성적부터 가능하며, 재수강 시 취득 가능한 최대 성적은 A0입니다."
./data/hansung_data/school_information.txt,한성대학교의 휴학 절차와 종류에 대해 설명해 주세요.,"한성대학교에는 일반휴학, 입대휴학, 모성보호휴학, 창업휴학이 있습니다. 일반휴학은 개인사정, 어학연수, 질병, 사고로 하는 휴학이며, 입대휴학은 군입대를 이유로 한 휴학입니다. 모성보호휴학은 임신, 출산, 육아를 이유로 한 휴학이고, 창업휴학은 창업 또는 창업준비를 이유로 한 휴학입니다. 일반휴학 신청은 종합정보시스템에서 가능하며, 입대휴학은 입영일 20일 전부터 접수할 수 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 학점교류 가능 대학과 신청 자격 요건을 알려주세요.,한성대학교는 서울권 대학 일부 국립대학과 최대 6학점 이내로 학점교류가 가능합니다. 신청 자격 요건은 1학년 이상 수료하고 평점평균 B(3.0) 이상인 재학생입니다. 학기초과자나 휴학생은 학점교류가 불가능합니다.
./data/hansung_data/school_information.txt,한성대학교에서 자퇴 절차는 어떻게 진행되나요?,"한성대학교에서 자퇴를 원하는 학생은 자퇴원을 작성하고, 본인 및 보호자, 학부과장의 확인을 받은 후 도서관에서 도서 대출 여부를 확인합니다. 이후 자퇴원을 학사운영팀에 제출해야 합니다."
./data/hansung_data/school_information.txt,한성대학교의 학사경고 제도에 대해 설명해 주세요.,"한성대학교에서 학사경고는 학기 성적 평점평균이 1.75 미만인 경우나 휴학 없이 수강신청을 하지 않은 경우 부여됩니다. 직전 학기 학사경고자는 수강신청이 15학점으로 제한되지만, 교수학습센터의 학습능력향상프로그램을 이수하면 수강신청 학점 제한이 해제됩니다. 연속 3회 또는 통산 5회의 학사경고를 받은 경우 학사경고 제적으로 처리되며, 재입학한 학생이 학사경고를 2회 받을 경우 다시 제적됩니다."
./data/hansung_data/hak_saK_information.txt,한성대학교에서 제1트랙과 제2트랙은 어떻게 선택할 수 있나요?,"제1트랙은 자신이 속한 학부 내에서 선택해야 하며, 제2트랙은 문과, 이과, 예체능 상관없이 모든 계열에서 자유롭게 선택할 수 있습니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 예술학부는 어떤 전공을 포함하고 있나요?,"한성대학교의 예술학부는 동양화전공, 서양화전공, 한국무용전공, 현대무용전공, 발레전공을 포함하고 있습니다."
./data/hansung_data/hak_saK_information.txt,IT공과대학의 컴퓨터공학부에서 제공하는 트랙 중 하나는 어떤 것이 있나요?,"컴퓨터공학부는 모바일소프트웨어트랙, 빅데이터트랙, 디지털콘텐츠가상현실트랙, 웹공학트랙 등을 제공합니다."
./data/hansung_data/hak_saK_information.txt,한성대학교에서 비교과 포인트 제도는 무엇인가요?,"비교과 포인트 제도는 교과 영역 외의 비교과 활동에 참여하면 포인트를 지급받는 제도로, 졸업 전까지 총 800포인트를 모아야 합니다."
./data/hansung_data/hak_saK_information.txt,일반전과부의 지원 자격은 어떻게 되나요?,"일반전과부 소속 학부과가 변경되는 것이며, 지원자는 3, 4, 5, 6, 7학기 재학 중인 학생으로 징계처분을 받은 사실이 없어야 합니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 학점이수 조건은 어떻게 되나요?,"한성대학교의 학점이수 조건은 전공 78학점, 교양 31학점, 기타 21학점으로 총 130학점을 이수해야 하며, 부전공을 이수할 경우 전공 99학점으로 총 151학점을 이수해야 합니다."
./data/hansung_data/hak_saK_information.txt,한성대학교에서 군입대 휴학은 언제부터 신청할 수 있나요?,군입대 휴학은 입영하기 30일 전부터 신청이 가능합니다.
./data/hansung_data/hak_saK_information.txt,한성대학교의 창의융합대학에서는 어떤 학과를 제공하나요?,"창의융합대학은 상상력인재학부, 문학문화콘텐츠학과, AI응용학과, 융합보안학과, 미래모빌리티학과를 제공합니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 성적 재수강 시 취득 가능한 최대 성적은 무엇인가요?,한성대학교에서 C이하 과목의 재수강 시 취득 가능한 최대 성적은 A0입니다.
./data/hansung_data/hansung_sang.txt,한성대학교 동아리연합회의 주요 역할은 무엇인가요?,"동아리연합회는 동아리 활동에 관한 제반업무를 담당하며, 동아리 상호간의 연대 활동을 도모하고 각 동아리의 권익과 발전을 위해 자율적이고 독자적인 활동을 수행합니다. 동아리 연합회장은 동아리연합을 대표하여 총학생회의 운영위원으로 참여합니다."
./data/hansung_data/hansung_sang.txt,한성대학교 동아리연합회의 주요 행사는 어떤 것이 있나요?,"주요 행사로는 2월의 새터 동아리 홍보 및 공연, 3월의 동아리한마당, 5월의 대동제 댄스 페스티벌, 7월의 농활, 10월의 웅비제 가요제 및 영화제, 체육대회 등이 있습니다."
./data/hansung_data/hansung_sang.txt,한성대학교의 교육 이념은 무엇인가요?,"한성대학교의 교육 이념은 '진리와 지선'이며 이를 바탕으로 창의적 전문인, 포용적 사회인, 열린 세계인을 양성하는 것을 목표로 합니다."
./data/hansung_data/hansung_sang.txt,한성대학교의 상징 동물은 무엇이며 그 의미는 무엇인가요?,"한성대학교의 상징 동물은 거북입니다. 거북은 슬기롭고 성장하며 유구한 발전을 상징합니다. 거북의 지혜와 영특성은 진리와 통하며, 인간을 구원해 준다는 성품은 선을 나타냅니다. 거북이는 한성대학교의 교훈인 '진리와 지선'과 상징적 관계에 있습니다."
./data/hansung_data/hansung_sang.txt,한성대학교 마스코트 '상상부기'에 대해 설명해 주세요.,"상상부기는 한성대의 상징동물인 거북이에서 모티브를 얻어 제작된 캐릭터입니다. 2020년부터 사용되고 있으며, 인형, 우산, 그립톡, 메모지, 공책, 파일, 에코백 등 다양한 굿즈로 만들어져 학생들에게 사랑을 받고 있습니다. 2021년부터는 신입생 입학키트에도 포함되었습니다."
./data/hansung_data/hansung_sang.txt,한성대학교의 슬로건은 무엇인가요?,"한성대학교의 주요 슬로건으로는 ""한성이 만든 오늘, 세상이 만날 내일"", ""미래를 이끌어갈 창의융합교육의 산실"", ""오고 싶은 한성대, 머물고 싶은 한성대""가 있습니다."
./data/hansung_data/hansung_sang.txt,한성대학교의 교표는 어떻게 변화해왔나요?,"한성대학교는 여러 번 교표를 변경해왔습니다. 1972년에는 'Hansung Women's College'라는 한성여자대학의 교표, 1978년에는 'Hansung College'로 남녀공학 교표, 1984년에는 거북 문양이 등장한 교표, 1991년에는 육각형 문양의 교표, 2007년에는 현재의 스타일로 변형된 교표로 이어집니다."
./data/hansung_data/hansung_sang.txt,한성대학교의 인재상은 무엇인가요?,"한성대학교의 인재상은 ‘창의적 전문인’, ‘포용적 사회인’, ‘열린 세계인’입니다."
./data/hansung_data/hansung_sang.txt,한성대학교의 주요 건물 중 하나인 탐구관 앞에는 어떤 상징물이 있나요?,한성대학교 탐구관 앞에는 '돌거북상'이 위치해 있습니다. 이 돌거북상은 거북이의 슬기롭고 성장하는 의미를 상징하며 학교의 발전과 관련된 상징물입니다.
./data/hansung_data/history.txt,한성대학교의 인재상은 무엇인가요?,"한성대학교의 인재상은 창의적 전문인, 포용적 사회인, 열린 세계인입니다."
./data/hansung_data/history.txt,한성대학교의 상징물에는 어떤 것들이 있나요?,"한성대학교의 상징물에는 거북과 삼학송이 있습니다. 거북은 대학의 교훈인 진리와 지선을 상징하고, 삼학송은 홍익한, 윤집, 오달제 삼학사의 절개를 뜻합니다."
./data/hansung_data/history.txt,한성대학교의 현재 교표는 언제 제정되었나요?,한성대학교의 현재 교표는 2007년 개교 35주년을 기념하여 제정되었습니다.
./data/hansung_data/history.txt,한성대학교의 마스코트는 무엇인가요?,"한성대학교의 마스코트는 상상부기로, 한성대의 상징인 거북이를 모티브로 한 캐릭터입니다."
./data/hansung_data/history.txt,한성대학교의 주요 슬로건 중 하나는 무엇인가요?,"한성대학교의 주요 슬로건 중 하나는 ""한성이 만든 오늘, 세상이 만날 내일""입니다."
./data/hansung_data/history.txt,한성대학교는 어떤 기념일을 개교기념일로 삼고 있나요?,한성대학교는 재단 한성학원의 설립 일자인 10월 5일을 개교기념일로 삼고 있습니다.
./data/hansung_data/history.txt,한성대학교의 교가는 누가 작사 및 작곡했나요?,한성대학교의 교가는 정연길이 작사하고 이영조가 작곡했습니다.
./data/hansung_data/history.txt,한성대학교가 한성여자대학에서 한성대학으로 교명을 변경한 해는 언제인가요?,한성대학교는 1978년에 한성여자대학에서 한성대학으로 교명을 변경했습니다.
./data/hansung_data/history.txt,한성대학교의 주요 건물 중 하나인 우촌관은 언제 준공되었나요?,한성대학교의 우촌관은 1987년에 준공되었습니다.
./data/hansung_data/hubby.txt,한성대학교의 학사경고 기준은 어떻게 되나요?,학기 성적 평점평균이 1.75 미만이거나 휴학 없이 수강신청을 하지 않은 경우에 학사경고가 부여됩니다. 연속 3회 또는 통산 5회의 학사경고를 받을 경우 제적 처리됩니다.
./data/hansung_data/hubby.txt,한성대학교의 일반휴학은 어떻게 신청하나요?,"한성대학교의 일반휴학은 개인사정, 어학연수, 질병, 사고 등의 이유로 신청할 수 있으며, 종합정보시스템에서 휴학신청을 할 수 있습니다. 신입생의 경우 입대휴학과 질병휴학을 제외하고 일반휴학이 불가능합니다."
./data/hansung_data/hubby.txt,한성대학교의 교양이수체계는 2024학년도부터 어떻게 변하나요?,"2024학년도부터 한성대학교의 교양이수체계는 교양필수 13학점, 선택필수교양 15학점, 일반교양 3학점 총 최소 31학점 이상 이수로 변경됩니다."
./data/hansung_data/hubby.txt,한성대학교의 융합전공 I 과정은 무엇인가요?,"융합전공 I 과정은 제1전공과 제2전공을 이수하는 것으로, 각각 39학점씩 총 78학점을 이수합니다. 트랙으로 입학한 경우 이 과정을 이수하게 되며, 두 개 트랙을 무조건 이수해야 학위가 부여됩니다."
./data/hansung_data/hubby.txt,한성대학교의 비교과 포인트 제도란 무엇인가요?,"한성대학교의 비교과 포인트 제도는 교과 영역 외의 비교과 활동 참여 시 포인트를 지급받는 제도로 총 800포인트를 졸업 전까지 모아야 합니다. 한 학기에 최대 200포인트까지 채울 수 있으며, 초과 시 다음 학기로 최대 200포인트까지 이월됩니다."
./data/hansung_data/hubby.txt,한성대학교의 동아리는 어떤 절차로 가입할 수 있나요?,"한성대학교의 동아리 가입을 희망하는 학생은 1학기 동안 동아리 활동을 참관하고, 2학기 초에 가입할 수 있습니다. 신입생은 1학기에 준회원으로 가입하고, 2학기에 정회원으로 가입합니다."
./data/hansung_data/hubby.txt,한성대학교의 전과부 지원 절차는 어떻게 되나요?,"전과부 지원 절차는 종합정보시스템에서 신청 후 지원서 출력, 전출입 학부과장 승인, 성적증명서 1부와 지원서를 제출하여 심사를 받는 과정입니다."
./data/hansung_data/hubby.txt,한성대학교의 재수강 시 최대 성적은 어떻게 되나요?,한성대학교에서 재수강 시 취득 가능한 최대 성적은 A0입니다. 재수강은 C 이하 과목에서 가능합니다.
./data/hansung_data/hubby.txt,한성대학교의 교내 동아리연합회 주요 행사는 무엇이 있나요?,"한성대학교 교내 동아리연합회의 주요 행사는 2월 새터 동아리 홍보 및 공연, 3월 동아리 한마당, 5월 대동제의 댄스 페스티발, 7월 농활, 10월 웅비제의 가요제, 영화제, 체육대회 등이 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 대동제는 어떤 행사로 구성되나요?,"한성대학교의 대동제는 매년 봄 또는 가을에 진행되며, 낙산가요제, 영화제, 동아리공연 등 다양한 행사가 포함됩니다. 예를 들어, 2019년 대동제에서는 신입생들이 직접 초밥, 곰탕, 전통주 등을 만들어 화제가 되기도 했습니다."
./data/hansung_data/school_information.txt,한성대학교의 학부제도는 어떻게 운영되나요?,"한성대학교는 2017년부터 국내 최초로 전면 트랙제도를 시행하고 있습니다. 1학년 때 여러 트랙 전공을 자유롭게 들어보고, 2학년 때 2개의 트랙을 선택해 전공하는 방식입니다. 성적이나 인원제한 없이 자유롭게 원하는 트랙을 선택할 수 있으며, 선택 후에도 트랙을 변경하는 것이 가능합니다."
./data/hansung_data/school_information.txt,한성대학교의 학생증은 어떤 기능을 하나요?,"한성대학교의 학생증은 일반적으로 체크카드 기능이 겸해지지 않고, 학생증과 체크카드가 별도로 나누어져 있습니다. 실물 학생증은 학술정보관 출입, 도서 대출, 열람실 좌석 예약 시 사용하는데, 모바일 학생증이 있어 실물 학생증은 거의 사용할 일이 없습니다."
./data/hansung_data/school_information.txt,한성대학교에서 제공하는 비교과 프로그램은 무엇인가요?,"한성대학교의 스마트자기관리시스템에서 비교과 프로그램을 제공하며, 프로그램 참여 시 비교과 포인트가 지급됩니다. 졸업을 위해서는 800포인트를 모아야 하며, 본인이 지금까지 이수한 비교과 프로그램 및 누적 포인트를 조회할 수 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 학술정보관에서 어떤 자격증 강의를 무료로 들을 수 있나요?,"학술정보관에서는 토익 및 토플, 공인중개사, 주택관리사, 공무원 NCS, 한국사능력시험, 어학시험, 컴퓨터활용능력, 각종 IT 관련 자격증 강의를 무료로 수강할 수 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 상상관 12층 식당은 어떤 특징이 있나요?,"상상관 12층에 위치한 '케이키친 한상'은 외부업체가 아닌 학교에서 직접 운영하며, 비빔밥, 덮밥 등을 주로 판매합니다. 조망도 좋고 인테리어나 분위기가 레스토랑 느낌이 나며, 가격이 학식 치고는 비싼 편입니다."
./data/hansung_data/school_information.txt,한성대학교 캠퍼스에서 흡연이 가능한 곳은 어디인가요?,"한성대학교 캠퍼스에서는 흡연부스가 4곳에 위치해 있습니다. 그 위치는 학송관 옆, 상상밸리 앞, 미래관 지하1층, 공학관B 입구 옆입니다. 이외의 지역은 모두 금연구역입니다."
./data/hansung_data/school_information.txt,한성대학교의 체력단련실 위치와 운영시간은 어떻게 되나요?,"한성대학교의 체력단련실은 낙산관 4층과 상상빌리지 지하2층에 위치해 있습니다. 낙산관의 운영시간은 학기 중 07:00~22:00, 방중 08:00~21:00이며, 상상빌리지는 05:00~24:00 운영됩니다."
./data/hansung_data/school_information.txt,한성대학교의 기숙사에는 어떤 편의시설이 있나요?,"상상빌리지에는 택배실, 편의점, 휴게실, 독서실, 세미나실, 취사실, 헬스장, 탁구장, 요가실, 라켓볼장, 세탁실 등이 있으며, 삼선학사와 우촌학사에도 각각 세탁실, 휴게실, 취사실 등이 있습니다."
./data/hansung_data/hansung_sang.txt,종합정보시스템에서 제공되는 부가 서비스 중 하나는 무엇입니까?,종합정보시스템에서 제공되는 부가 서비스 중 하나는 마이크로소프트의 Office 365 서비스입니다.
./data/hansung_data/hansung_sang.txt,한성대학교 eclass 사이트는 어떤 용도로 사용됩니까?,한성대학교 eclass 사이트(https://learn.hansung.ac.kr)는 각 수업의 강의자료나 강의영상이 올라오고 과제안내 및 과제제출도 이루어지는 사이트입니다.
./data/hansung_data/hansung_sang.txt,한성대학교의 글쓰기 관련 과제를 제출해야 할 때 사용하는 사이트는 어디입니까?,한성대학교의 글쓰기 관련 과제를 제출해야 할 때 사용하는 사이트는 글쓰기센터(https://writingcenter.hansung.ac.kr)입니다.
./data/hansung_data/hansung_sang.txt,한성대학교 학생들은 졸업을 위해 몇 포인트의 비교과 포인트를 모아야 합니까?,한성대학교 학생들은 졸업을 위해 800포인트의 비교과 포인트를 모아야 합니다.
./data/hansung_data/hansung_sang.txt,한성대학교 학술정보관에서 무료로 이용할 수 있는 서비스는 무엇입니까?,"한성대학교 학술정보관(https://hsel.hansung.ac.kr)에서는 RISS 등 여러 학술정보 사이트를 무료로 이용할 수 있으며, 토익 및 토플, 공인중개사, 주택관리사, 공무원, NCS, 한국사능력시험, 어학시험, 컴퓨터활용능력 각종 IT관련 자격증 강의 등의 온라인 강의를 무료로 수강할 수 있습니다."
./data/hansung_data/hansung_sang.txt,한성대학교 학생증의 특이점은 무엇입니까?,"한성대학교 학생증은 일반적으로 다른 대학들과 달리 체크카드 기능과 별도로 나뉘어 있습니다. 신입생들에게 학기초에 중소기업은행(IBK기업은행) 체크카드를 만들어주며, 모바일학생증이 있으므로 실물 카드 학생증은 사용할 일이 거의 없습니다."
./data/hansung_data/hansung_sang.txt,한성대학교 학생증의 신규발급과 재발급 비용은 얼마입니까?,"한성대학교 학생증의 신규발급은 무료이며, 재발급은 수수료 2,000원을 납부해야 합니다."
./data/hansung_data/hansung_sang.txt,한성대학교 상상빌리지 체력단련실의 운영시간은 어떻게 됩니까?,"한성대학교 상상빌리지 체력단련실의 운영시간은 24시간입니다. 다만, 기숙사생이 아닌 경우에는 05:00부터 22:00까지만 이용할 수 있습니다."
./data/hansung_data/hansung_sang.txt,"한성대학교 대동제는 언제 열리며, 주요 행사는 무엇입니까?","한성대학교 대동제는 매년 봄 또는 가을에 진행되며, 주요 행사는 낙산가요제, 영화제, 동아리공연 등이 포함됩니다."
./data/hansung_data/hubby.txt,한성학원이 설립된 연도는 언제인가요?,한성학원은 1945년에 설립되었습니다.
./data/hansung_data/hubby.txt,한성대학교의 첫 번째 신입생 모집이 언제 시작되었나요?,한성대학교의 첫 번째 신입생 모집은 1973년도에 시작되었습니다.
./data/hansung_data/hubby.txt,한성대학교가 한성여자대학에서 남녀공학으로 전환된 연도는 언제인가요?,한성대학교가 남녀공학으로 전환된 연도는 1978년입니다.
./data/hansung_data/hubby.txt,한성대학교의 캠퍼스가 현재 위치로 이전된 연도는 언제인가요?,한성대학교의 캠퍼스는 1986년에 현재 위치로 이전되었습니다.
./data/hansung_data/hubby.txt,한성대학교가 종합대학교로 승격된 연도는 언제인가요?,한성대학교가 종합대학교로 승격된 연도는 1993년입니다.
./data/hansung_data/hubby.txt,한성대학교가 D등급을 받은 대학구조개혁평가의 연도는 언제인가요?,한성대학교가 D등급을 받은 대학구조개혁평가는 2015년에 이루어졌습니다.
./data/hansung_data/hubby.txt,한성대학교에서 2017년에 도입된 학사제도는 무엇인가요?,한성대학교에서 2017년에 도입된 학사제도는 전공트랙제입니다.
./data/hansung_data/hubby.txt,한성대학교 동아리에 가입하려면 어떤 절차를 거쳐야 하나요?,"한성대학교 동아리에 가입하려면 1학기 동안 동아리활동을 참관하고 2학기 초에 가입할 수 있으며 신입생 회원은 1학기에 준회원, 2학기에 정회원으로 가입할 수 있습니다."
./data/hansung_data/hubby.txt,한성대학교 동아리연합회는 어떤 역할을 하나요?,한성대학교 동아리연합회는 동아리 상호간의 연대활동을 도모하며 각 동아리의 권익과 발전을 위해 자율적이고 독자적인 활동을 담당합니다.
./data/hansung_data/hak_saK_information.txt,한성대학교의 비교과 프로그램 사이트는 무엇이며 졸업하기 위해 얼마나 많은 포인트를 모아야 하나요?,한성대학교의 비교과 프로그램 사이트는 스마트자기관리시스템(http://hsportal.hansung.ac.kr)입니다. 졸업하기 위해서는 비교과 포인트를 800포인트 모아야 합니다.
./data/hansung_data/hak_saK_information.txt,"한성대학교의 학생증은 어떤 점에서 타 대학과 다르며, 실물 발급은 어디에서 받을 수 있나요?","한성대학교의 학생증은 일반적으로 체크카드 기능이 겸해지는 다른 대학들과 달리 학생증과 체크카드가 별도로 나눠져 있습니다. 실물 학생증 발급은 상상관 1층에 위치한 학생원스톱지원센터에서 받을 수 있으며, 신규발급은 무료이고 재발급은 수수료 2000원이 필요합니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 교내 와이파이 아이디와 비밀번호는 무엇을 입력해야 하나요?,"한성대학교 교내 와이파이를 이용하려면 아이디는 본인의 학번을, 비밀번호는 종합정보시스템 비밀번호를 입력해야 합니다."
./data/hansung_data/hak_saK_information.txt,"한성대학교의 학생식당과 교직원식당은 어디에 위치해 있으며, 운영시간은 어떻게 되나요?","한성대학교의 학생식당과 교직원식당은 모두 창의관 지하1층에 위치해 있습니다. 학생식당은 학기 중에 11:00~19:00, 방중에는 11:00~17:00까지 운영되며, 교직원식당은 11:00~13:30까지 운영됩니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 학술정보관에서 제공되는 온라인 강의 종류는 무엇인가요?,"한성대학교 학술정보관에서는 토익 및 토플, 공인중개사, 주택관리사, 공무원 NCS, 한국사능력시험, 어학시험, 컴퓨터활용능력, 각종 IT 관련 자격증 강의 등 다양한 온라인 강의를 무료로 수강할 수 있습니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 일반휴학과 입대휴학 절차는 어떻게 되나요?,"일반휴학은 개인사정, 어학연수, 질병, 사고 등을 이유로 종합정보시스템에서 휴학신청을 하면 됩니다. 입대휴학은 입영일 30일 전부터 신청 가능하며 입대휴학원과 입영통지서를 학사운영팀에 제출해야 합니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 학사경고 제도에 대해 설명해 주세요.,한성대학교에서 학기 성적 평점평균이 1.75 미만인 경우나 휴학 없이 수강신청을 하지 않은 경우 학사경고가 부여됩니다. 연속 3회 혹은 통산 5회의 학사경고를 받은 경우 제적처리 됩니다. 제적 후 재입학한 학생이 학사경고를 2회 더 받게 되면 다시 제적됩니다.
./data/hansung_data/hak_saK_information.txt,"한성대학교에서 재수강 시 취득 가능한 최대 성적은 무엇이며, 성적 조회는 어떻게 할 수 있나요?",한성대학교에서 재수강 시 취득 가능한 최대 성적은 A0입니다. 성적 조회는 종합정보시스템에서 강의평가 및 만족도조사를 완료한 후에 성적확정 전 성적조회를 할 수 있습니다.
./data/hansung_data/hak_saK_information.txt,한성대학교의 트랙제와 학과제의 차이점은 무엇인가요?,"한성대학교의 트랙제는 학과 간 벽을 허물고 세분화된 독립 교육과정을 통해 자유롭게 전공을 선택하고 변경할 수 있는 제도이며, 1학년 때 다양한 전공과목을 들은 후 2학년 때 두 개의 전공을 선택합니다. 반면 학과제는 예술학부, 뷰티디자인매니지먼트학과, 창의융합대학 등에서 적용되며 트랙제가 아닌 전통적인 학과 단위로 운영됩니다."
./data/hansung_data/history.txt,한성대학교의 전과부 지원 자격은 어떻게 되나요?,"한성대학교의 일반전과부 지원 자격은 3, 4, 5, 6, 7학기 재학 중인 학생으로 징계처분을 받은 사실이 없는 자입니다. 교차전과부는 주간에서 야간, 또는 야간에서 주간으로 변경이 가능하며, 4, 5학기 재학생이 지원할 수 있으며, 평균평점 3.0 이상이어야 합니다."
./data/hansung_data/history.txt,한성대학교의 학사경고 제도는 어떻게 운영되나요?,한성대학교에서는 학기 성적 평점평균이 1.75 미만인 경우나 휴학 없이 수강신청을 하지 않은 경우 학사경고가 부여됩니다. 연속 3회 또는 통산 5번의 학사경고를 받으면 제적됩니다. 학사경고 제적 후 재입학한 학생이 다시 학사경고 2회를 받을 경우에도 제적됩니다.
./data/hansung_data/history.txt,한성대학교의 심화전공 이수 방법은 무엇인가요?,"한성대학교의 심화전공 과정은 하나의 전공만 78학점 이수하는 과정입니다. 학과 및 전공 입학자만 이수할 수 있으며, 타 전공을 이수하지 않습니다. 제1트랙과 제2트랙을 모두 본인 학과로 지정하면 됩니다."
./data/hansung_data/history.txt,한성대학교의 부전공을 이수하려면 몇 학점을 추가로 이수해야 하나요?,한성대학교에서 부전공을 이수하려면 전공 78학점에 제3트랙으로 21학점을 추가로 이수하여 총 99학점을 이수해야 합니다.
./data/hansung_data/history.txt,한성대학교의 비교과 포인트 제도에 대해 설명해 주세요.,"한성대학교의 비교과 포인트 제도는 교과영역 외의 비교과 활동에 참여하면 포인트를 지급받는 제도입니다. 졸업 전까지 총 800포인트를 모아야 하며, 한 학기에 최대 200포인트까지 채울 수 있습니다. 초과된 포인트는 최대 200포인트까지 이월됩니다. 포인트는 교내 강연이나 프로그램 참석, 봉사활동 등을 통해 획득할 수 있습니다."
./data/hansung_data/history.txt,한성대학교의 설립자와 설립 연도는 무엇인가요?,"한성대학교의 설립자는 우촌 김의형이며, 설립 연도는 1945년입니다."
./data/hansung_data/history.txt,한성대학교의 주요 단과대학 구성을 설명해 주세요.,"한성대학교는 인문대학, 사회과학대학, 예술대학, 이공대학 등 4개의 주요 단과대학으로 구성되어 있습니다."
./data/hansung_data/history.txt,한성대학교의 2024학년도 교양 이수체계는 어떻게 변경되었나요?,"한성대학교의 2024학년도 교양 이수체계는 교양필수 13학점, 선택필수교양 15학점, 일반교양 3학점으로 최소 31학점 이상을 이수하는 것으로 변경되었습니다."
./data/hansung_data/history.txt,한성대학교의 상징색과 현재 교표는 무엇인가요?,"한성대학교의 상징색은 하얀색(ffffff)이며, 현재 교표는 2007년에 제정된 엠블럼입니다."
./data/hansung_data/student_information.txt,한성대학교에서는 자율교양학부를 어떤 학부에서 운영하나요?,한성대학교에서는 자율교양학부를 상상력교양대학에서 운영합니다.
./data/hansung_data/student_information.txt,종합정보시스템의 줄임말은 무엇인가요?,"한성대학교에서는 종합정보시스템을 줄여서 ""종정시""라고 부릅니다."
./data/hansung_data/student_information.txt,한성대학교에서 학생증과 체크카드를 어떻게 운영하나요?,"한성대학교에서는 학생증과 체크카드를 별도로 나눠서 운영하며, 학생증은 실물 카드와 모바일 학생증이 제공됩니다."
./data/hansung_data/student_information.txt,한성대학교의 디자인대학에는 어떤 전공들이 있나요?,"한성대학교 디자인대학에는 패션디자인트랙, 패션마케팅트랙, 패션크리에이티브디렉션트랙, 뉴미디어광고커뮤니케이션디자인트랙, 영상애니메이션디자인트랙, UXUI디자인트랙 등 다양한 전공이 있습니다."
./data/hansung_data/student_information.txt,한성대학교에서 학생들이 사용할 수 있는 체력단련실은 어디에 위치해 있나요?,한성대학교의 체력단련실은 낙산관 4층과 상상빌리지 지하2층에 위치해 있습니다.
./data/hansung_data/student_information.txt,한성대학교에서는 어떤 어플리케이션을 필수적으로 설치해야 한다고 안내하고 있나요?,"한성대학교에서는 종합정보시스템, eclass, 스마트자기관리시스템, 모바일 학생증 어플인 한성대학교 모바일 ID, 수업 출석체크 어플인 한성대학교 스마트출결, 그리고 eclass의 모바일 버전인 코스모스를 설치하도록 안내하고 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 학술정보관에서는 어떤 서비스를 제공하나요?,"한성대학교 학술정보관에서는 소장자료 조회 및 대출예약, 열람실 좌석 예약, RISS 등 여러 학술정보 사이트 이용, 각종 온라인 강의 무료 수강 등의 서비스를 제공합니다."
./data/hansung_data/student_information.txt,한성대학교의 대동제에서 2019년 축제 주최 측이 주목받은 이유는 무엇인가요?,"2019년 한성대학교 대동제에서 호텔외식경영학과를 비롯한 재직자들이 초밥, 곰탕, 전통주 등의 음식을 직접 만들어 그 퀄리티가 언론의 주목을 받았습니다."
./data/hansung_data/student_information.txt,한성대학교 학생들이 학술정보관에서 무료로 이용할 수 있는 프로그램은 무엇인가요?,"한성대학교 학술정보관에서는 토익 및 토플, 공인중개사, 주택관리사, 공무원 NCS, 한국사능력시험, 어학시험, 컴퓨터활용능력 등 다양한 온라인 강의를 무료로 수강할 수 있습니다."
